candle-end,open_time_unix,open,high,low,close,volume,close_time_unix,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,candle-start
2018-02-16 06:59:59.999,1518760800000,931.1,932.0,910.69,911.76,5309.87307,1518764399999,4894087.1017411,10952,2184.593,2013974.5860276,0,2018-02-16 06:00:00.000
2018-02-16 07:59:59.999,1518764400000,911.74,919.96,902.13,902.21,8233.06271,1518767999999,7502229.1914992,15301,3663.33763,3340483.2384596,0,2018-02-16 07:00:00.000
2018-02-16 08:59:59.999,1518768000000,903.49,926.68,901.36,921.4,6734.06476,1518771599999,6162061.6229925,13144,3832.61233,3509042.4669997,0,2018-02-16 08:00:00.000
2018-02-16 09:59:59.999,1518771600000,921.49,929.0,917.19,919.82,4538.90342,1518775199999,4189828.4388713,10497,2477.96585,2288155.5009593,0,2018-02-16 09:00:00.000
2018-02-16 10:59:59.999,1518775200000,919.81,922.0,914.61,917.2,3904.38395,1518778799999,3584964.217255,9583,1553.24173,1426751.8082299,0,2018-02-16 10:00:00.000
2018-02-16 11:59:59.999,1518778800000,917.33,925.8,913.55,921.78,4376.38338,1518782399999,4016761.2178275,8453,2216.12265,2035745.8695344,0,2018-02-16 11:00:00.000
2018-02-16 12:59:59.999,1518782400000,922.24,927.3,917.04,924.5,3999.15452,1518785999999,3691755.7043927,9422,1853.54988,1711777.9284598,0,2018-02-16 12:00:00.000
2018-02-16 13:59:59.999,1518786000000,924.6,929.98,922.33,923.06,3494.7756,1518789599999,3237653.6726918,8251,1627.69322,1508284.5730223,0,2018-02-16 13:00:00.000
2018-02-16 14:59:59.999,1518789600000,923.05,933.6,922.69,930.22,5239.96681,1518793199999,4867873.8473323,11055,2491.17971,2314408.0896147,0,2018-02-16 14:00:00.000
2018-02-16 15:59:59.999,1518793200000,930.89,937.98,930.03,931.99,5115.76733,1518796799999,4778064.8289232,10091,2610.60983,2439191.3891989,0,2018-02-16 15:00:00.000
2018-02-16 16:59:59.999,1518796800000,931.99,940.0,930.0,934.99,5874.34363,1518800399999,5499936.9028543,11501,3129.39993,2930521.3411924,0,2018-02-16 16:00:00.000
2018-02-16 17:59:59.999,1518800400000,934.99,938.79,933.2,936.5,3386.4493,1518803999999,3170385.0326388,7900,1731.57695,1621317.093313,0,2018-02-16 17:00:00.000
2018-02-16 18:59:59.999,1518804000000,936.5,937.0,920.1,931.76,5657.86139,1518807599999,5246672.0128657,12355,2888.79547,2677951.4021556,0,2018-02-16 18:00:00.000
2018-02-16 19:59:59.999,1518807600000,932.2,937.59,926.57,935.63,3436.89981,1518811199999,3204837.0832114,8770,1894.79776,1767621.3156975,0,2018-02-16 19:00:00.000
2018-02-16 20:59:59.999,1518811200000,934.84,937.55,928.86,936.58,3484.62862,1518814799999,3255262.7470323,8806,2024.91783,1892282.1874864,0,2018-02-16 20:00:00.000
2018-02-16 21:59:59.999,1518814800000,936.78,938.72,935.52,936.0,2519.05466,1518818399999,2360576.4167036,5951,1419.21621,1330131.8284522,0,2018-02-16 21:00:00.000
2018-02-16 22:59:59.999,1518818400000,936.0,943.96,934.0,943.02,3634.20203,1518821999999,3415684.8020113,8510,2287.49168,2150276.1184684,0,2018-02-16 22:00:00.000
2018-02-16 23:59:59.999,1518822000000,942.72,943.98,937.39,938.67,3026.2956,1518825599999,2848628.5424308,7447,1552.14228,1461373.8362948,0,2018-02-16 23:00:00.000
2018-02-17 00:59:59.999,1518825600000,938.6,942.8,933.48,940.86,4328.13405,1518829199999,4058725.8955612,8978,1921.6091,1802330.2026017,0,2018-02-17 00:00:00.000
2018-02-17 01:59:59.999,1518829200000,940.86,948.39,939.0,947.79,5181.46092,1518832799999,4894115.6627091,9238,3190.76266,3014664.1303462,0,2018-02-17 01:00:00.000
2018-02-17 02:59:59.999,1518832800000,948.39,956.75,944.41,948.96,7670.28666,1518836399999,7295808.0247649,13906,4105.49103,3904538.9030727,0,2018-02-17 02:00:00.000
2018-02-17 03:59:59.999,1518836400000,948.94,960.0,947.35,956.41,4301.66263,1518839999999,4105862.8290961,9138,2371.41101,2263572.8221183,0,2018-02-17 03:00:00.000
2018-02-17 04:59:59.999,1518840000000,957.12,964.76,955.55,963.16,3973.01976,1518843599999,3817082.5365136,9176,1801.01856,1730050.4927273,0,2018-02-17 04:00:00.000
2018-02-17 05:59:59.999,1518843600000,963.16,963.94,952.69,958.5,3693.64587,1518847199999,3538020.0366128,8315,1784.958,1709610.7042603,0,2018-02-17 05:00:00.000
2018-02-17 06:59:59.999,1518847200000,958.33,968.49,957.87,966.53,5699.16385,1518850799999,5499136.7468368,11566,2919.64311,2817579.0331906,0,2018-02-17 06:00:00.000
2018-02-17 07:59:59.999,1518850800000,966.61,967.2,953.0,964.57,6542.78491,1518854399999,6284257.5091589,12032,3319.24902,3188335.8776915,0,2018-02-17 07:00:00.000
2018-02-17 08:59:59.999,1518854400000,964.55,968.68,960.41,965.91,4834.70219,1518857999999,4665626.2557297,10218,2235.60732,2157373.8771837,0,2018-02-17 08:00:00.000
2018-02-17 09:59:59.999,1518858000000,965.91,967.5,954.39,956.91,5529.47515,1518861599999,5323831.8839124,11812,2195.97711,2115596.4737556,0,2018-02-17 09:00:00.000
2018-02-17 10:59:59.999,1518861600000,956.91,960.41,949.55,952.05,6532.53277,1518865199999,6233857.8664746,12807,2608.30682,2489383.1139495,0,2018-02-17 10:00:00.000
2018-02-17 11:59:59.999,1518865200000,952.05,958.1,949.0,955.39,4699.18234,1518868799999,4484966.3840995,9383,2394.57335,2286005.3662169,0,2018-02-17 11:00:00.000
2018-02-17 12:59:59.999,1518868800000,955.07,973.08,955.07,971.43,7248.88677,1518872399999,7005939.0389243,14282,4655.20411,4497901.5805896,0,2018-02-17 12:00:00.000
2018-02-17 13:59:59.999,1518872400000,971.43,974.0,959.99,964.5,5312.28017,1518875999999,5138278.6837073,10101,2338.38366,2261827.0473121,0,2018-02-17 13:00:00.000
2018-02-17 14:59:59.999,1518876000000,964.77,967.95,954.26,964.49,6178.03639,1518879599999,5934919.209609,11558,3469.07609,3334378.292704,0,2018-02-17 14:00:00.000
2018-02-17 15:59:59.999,1518879600000,964.5,967.81,958.5,963.22,4288.36668,1518883199999,4131998.9697558,8335,2563.18004,2470623.9559697,0,2018-02-17 15:00:00.000
2018-02-17 16:59:59.999,1518883200000,963.25,969.0,960.05,966.31,4043.06048,1518886799999,3902696.1364393,8382,2170.44054,2095166.0999809,0,2018-02-17 16:00:00.000
2018-02-17 17:59:59.999,1518886800000,966.31,970.0,961.76,962.81,3325.11445,1518890399999,3209408.1415706,7590,1557.45516,1504452.0058637,0,2018-02-17 17:00:00.000
2018-02-17 18:59:59.999,1518890400000,963.22,965.4,956.86,962.66,3250.2549,1518893999999,3124805.061266,7004,1476.33775,1420345.7222624,0,2018-02-17 18:00:00.000
2018-02-17 19:59:59.999,1518894000000,962.63,964.0,956.0,960.35,1942.15183,1518897599999,1865027.3302135,4953,900.10238,864574.0973713,0,2018-02-17 19:00:00.000
2018-02-17 20:59:59.999,1518897600000,960.35,963.22,956.02,960.36,2582.12117,1518901199999,2478535.5550922,5361,1210.96748,1162823.4024479,0,2018-02-17 20:00:00.000
2018-02-17 21:59:59.999,1518901200000,960.7,965.69,960.2,964.47,1463.50744,1518904799999,1408919.2436472,3597,870.58437,838377.0321234,0,2018-02-17 21:00:00.000
2018-02-17 22:59:59.999,1518904800000,964.49,972.0,960.58,969.01,2916.74591,1518908399999,2820690.8858546,6524,1650.71765,1596896.453008,0,2018-02-17 22:00:00.000
2018-02-17 23:59:59.999,1518908400000,969.01,973.0,965.0,969.99,4554.45889,1518911999999,4414948.6447539,9883,2127.83879,2062780.7185899,0,2018-02-17 23:00:00.000
2018-02-18 00:59:59.999,1518912000000,969.99,971.12,962.5,971.12,4914.67642,1518915599999,4747958.8563027,8221,2573.86044,2486608.1601462,0,2018-02-18 00:00:00.000
2018-02-18 01:59:59.999,1518915600000,970.83,978.0,969.02,972.92,5138.74017,1518919199999,5002429.829287,9576,2657.43705,2587234.3849699,0,2018-02-18 01:00:00.000
2018-02-18 02:59:59.999,1518919200000,972.91,978.5,965.0,965.59,5563.66769,1518922799999,5418385.9747525,10593,2356.97896,2297055.5111456,0,2018-02-18 02:00:00.000
2018-02-18 03:59:59.999,1518922800000,965.6,969.79,948.0,952.2,9603.64612,1518926399999,9197897.1402635,17323,3777.70773,3617999.7705888,0,2018-02-18 03:00:00.000
2018-02-18 04:59:59.999,1518926400000,952.14,956.31,948.0,952.35,6565.22974,1518929999999,6249534.8337747,11142,3299.86094,3141959.5095041,0,2018-02-18 04:00:00.000
2018-02-18 05:59:59.999,1518930000000,953.31,954.69,912.03,913.05,13882.79143,1518933599999,12904060.4625879,22166,6078.13068,5642623.428949,0,2018-02-18 05:00:00.000
2018-02-18 06:59:59.999,1518933600000,912.5,935.01,911.57,923.47,12382.03185,1518937199999,11447724.3924729,18934,6069.99418,5611136.4877322,0,2018-02-18 06:00:00.000
2018-02-18 07:59:59.999,1518937200000,922.37,937.99,920.0,935.23,8672.97428,1518940799999,8053749.6696275,13933,4159.06162,3863989.4360411,0,2018-02-18 07:00:00.000
2018-02-18 08:59:59.999,1518940800000,935.23,936.4,915.0,918.33,7259.71041,1518944399999,6720008.3489773,13433,3158.12065,2923046.4519497,0,2018-02-18 08:00:00.000
2018-02-18 09:59:59.999,1518944400000,917.85,925.06,897.0,899.89,12790.05417,1518947999999,11664670.7276346,19946,6815.7888,6218681.0912351,0,2018-02-18 09:00:00.000
2018-02-18 10:59:59.999,1518948000000,899.49,924.8,897.5,921.79,8449.4883,1518951599999,7705125.9548412,14642,4493.21269,4094464.5219974,0,2018-02-18 10:00:00.000
2018-02-18 11:59:59.999,1518951600000,921.9,930.15,918.01,929.18,5578.90175,1518955199999,5162161.6436732,11051,3079.27317,2850535.9007923,0,2018-02-18 11:00:00.000
2018-02-18 12:59:59.999,1518955200000,929.18,930.79,918.02,929.47,5356.23717,1518958799999,4955144.5770512,10870,2632.09364,2435992.1975985,0,2018-02-18 12:00:00.000
2018-02-18 13:59:59.999,1518958800000,929.48,944.49,925.93,939.0,6517.90978,1518962399999,6113951.3828246,11768,3367.43961,3158658.8696016,0,2018-02-18 13:00:00.000
2018-02-18 14:59:59.999,1518962400000,938.96,944.0,931.72,943.14,5121.34604,1518965999999,4814999.1847721,10150,2615.75907,2460392.2257585,0,2018-02-18 14:00:00.000
2018-02-18 15:59:59.999,1518966000000,943.19,948.79,930.2,933.19,5850.38174,1518969599999,5498433.1958388,11012,2432.67271,2287130.7901612,0,2018-02-18 15:00:00.000
2018-02-18 16:59:59.999,1518969600000,932.38,936.96,920.0,929.4,6459.26036,1518973199999,5988085.8956437,12396,3190.02647,2957723.4076451,0,2018-02-18 16:00:00.000
2018-02-18 17:59:59.999,1518973200000,929.4,938.51,926.0,938.5,4762.50559,1518976799999,4441291.8762912,9263,2523.85076,2354261.8048188,0,2018-02-18 17:00:00.000
2018-02-18 18:59:59.999,1518976800000,938.5,941.1,925.0,938.13,4032.39152,1518980399999,3764033.4219946,7623,2052.81421,1916672.7358472,0,2018-02-18 18:00:00.000
2018-02-18 19:59:59.999,1518980400000,938.13,945.44,932.57,944.64,3549.21051,1518983999999,3334002.4471155,7643,1846.50067,1734958.6945772,0,2018-02-18 19:00:00.000
2018-02-18 20:59:59.999,1518984000000,944.17,945.0,931.03,934.5,3817.07282,1518987599999,3584898.7155739,7778,1583.02327,1486770.0924302,0,2018-02-18 20:00:00.000
2018-02-18 21:59:59.999,1518987600000,934.33,934.54,918.18,928.74,4129.69776,1518991199999,3823278.4551891,8422,1625.48043,1504930.3663598,0,2018-02-18 21:00:00.000
2018-02-18 22:59:59.999,1518991200000,928.32,929.99,915.0,917.49,3010.82925,1518994799999,2777111.9058513,6840,1398.0902,1290015.6471333,0,2018-02-18 22:00:00.000
2018-02-18 23:59:59.999,1518994800000,917.09,918.55,907.75,911.0,6721.04031,1518998399999,6132121.9616552,12720,2992.27623,2730270.5511103,0,2018-02-18 23:00:00.000
2018-02-19 00:59:59.999,1518998400000,911.0,922.94,906.04,921.76,5083.44557,1519001999999,4645177.0264545,9633,2503.54906,2288664.6426415,0,2018-02-19 00:00:00.000
2018-02-19 01:59:59.999,1519002000000,922.39,933.5,917.75,929.0,3830.15285,1519005599999,3549446.8493917,7827,2071.17353,1919803.3814451,0,2018-02-19 01:00:00.000
2018-02-19 02:59:59.999,1519005600000,928.19,929.06,912.21,925.9,3512.92499,1519009199999,3237578.088285,7911,1644.91608,1516115.8131231,0,2018-02-19 02:00:00.000
2018-02-19 03:59:59.999,1519009200000,925.89,928.0,917.1,921.43,2661.29722,1519012799999,2458497.5164193,6936,1315.34216,1215595.2744062,0,2018-02-19 03:00:00.000
2018-02-19 04:59:59.999,1519012800000,921.43,929.39,920.0,925.46,2319.92417,1519016399999,2147711.3328393,5387,1209.20816,1119787.9389939,0,2018-02-19 04:00:00.000
2018-02-19 05:59:59.999,1519016400000,924.72,927.5,916.01,923.09,3179.38353,1519019999999,2929853.618348,7062,1583.05283,1459339.4424686,0,2018-02-19 05:00:00.000
2018-02-19 06:59:59.999,1519020000000,922.6,926.99,920.5,923.4,2099.04612,1519023599999,1938217.7440818,5080,1102.60834,1018268.6162293,0,2018-02-19 06:00:00.000
2018-02-19 07:59:59.999,1519023600000,922.99,946.18,922.01,944.49,5981.61178,1519027199999,5615848.3072248,11796,3646.49473,3423755.2658847,0,2018-02-19 07:00:00.000
2018-02-19 08:59:59.999,1519027200000,944.29,945.99,935.43,941.1,4123.71669,1519030799999,3881231.1447434,8421,2151.7321,2025684.4867251,0,2018-02-19 08:00:00.000
2018-02-19 09:59:59.999,1519030800000,941.21,948.66,936.0,947.14,3398.51004,1519034399999,3199096.8724243,7897,1728.96989,1628633.4827553,0,2018-02-19 09:00:00.000
2018-02-19 10:59:59.999,1519034400000,947.95,951.0,944.0,944.98,4027.19727,1519037999999,3815805.3151602,9666,2107.14821,1997435.2669497,0,2018-02-19 10:00:00.000
2018-02-19 11:59:59.999,1519038000000,944.98,948.32,941.23,945.31,2817.5985,1519041599999,2662218.220918,7045,1585.11775,1497785.075838,0,2018-02-19 11:00:00.000
2018-02-19 12:59:59.999,1519041600000,945.48,949.43,943.0,944.01,2376.87305,1519045199999,2248333.1815719,6484,1085.44522,1027181.6679324,0,2018-02-19 12:00:00.000
2018-02-19 13:59:59.999,1519045200000,943.88,946.66,939.64,946.45,2714.34972,1519048799999,2560054.5497797,6312,1385.79043,1307627.8037316,0,2018-02-19 13:00:00.000
2018-02-19 14:59:59.999,1519048800000,946.35,948.5,942.01,944.22,2759.88966,1519052399999,2607950.6083639,7586,1447.47135,1368380.3414417,0,2018-02-19 14:00:00.000
2018-02-19 15:59:59.999,1519052400000,944.32,956.22,943.73,953.02,5617.57163,1519055999999,5343481.9616729,14233,2945.09913,2801333.8733968,0,2018-02-19 15:00:00.000
2018-02-19 16:59:59.999,1519056000000,953.03,956.0,942.04,944.89,4468.67684,1519059599999,4251249.0171781,10942,2020.63149,1923893.6970214,0,2018-02-19 16:00:00.000
2018-02-19 17:59:59.999,1519059600000,945.68,948.0,936.01,938.59,3961.29915,1519063199999,3729249.1783471,10326,1690.90415,1592613.4044986,0,2018-02-19 17:00:00.000
2018-02-19 18:59:59.999,1519063200000,938.53,947.99,938.03,944.62,2986.21545,1519066799999,2817613.5412414,7476,1544.25889,1457745.8807178,0,2018-02-19 18:00:00.000
2018-02-19 19:59:59.999,1519066800000,944.94,949.82,941.6,942.59,2568.59357,1519070399999,2428623.8023124,6790,1123.8211,1063294.2752332,0,2018-02-19 19:00:00.000
2018-02-19 20:59:59.999,1519070400000,942.59,945.96,937.9,943.0,2257.41125,1519073999999,2125297.8695284,5723,777.20139,732210.4780666,0,2018-02-19 20:00:00.000
2018-02-19 21:59:59.999,1519074000000,943.0,943.33,932.12,938.0,3442.82769,1519077599999,3226261.5397683,7992,1402.04631,1313682.5724777,0,2018-02-19 21:00:00.000
2018-02-19 22:59:59.999,1519077600000,937.89,940.38,933.0,933.77,2073.47101,1519081199999,1941938.066684,5626,864.97986,810368.8975648,0,2018-02-19 22:00:00.000
2018-02-19 23:59:59.999,1519081200000,934.57,941.39,933.01,938.11,1837.50759,1519084799999,1723114.0227082,4834,1002.96401,940644.816075,0,2018-02-19 23:00:00.000
2018-02-20 00:59:59.999,1519084800000,939.17,949.83,938.13,948.19,4287.76783,1519088399999,4057788.6291185,8930,2166.9212,2051234.5947189,0,2018-02-20 00:00:00.000
2018-02-20 01:59:59.999,1519088400000,948.18,953.98,945.5,951.59,4813.9484,1519091999999,4569259.6856973,9124,2707.19276,2570356.2521861,0,2018-02-20 01:00:00.000
2018-02-20 02:59:59.999,1519092000000,951.02,951.59,940.88,942.7,2948.93674,1519095599999,2791609.1802719,6428,1191.99099,1128360.0760603,0,2018-02-20 02:00:00.000
2018-02-20 03:59:59.999,1519095600000,942.72,948.01,941.0,945.06,2692.15979,1519099199999,2543021.0881657,5706,1266.82526,1196661.5681856,0,2018-02-20 03:00:00.000
2018-02-20 04:59:59.999,1519099200000,945.11,948.03,942.99,946.53,4214.78046,1519102799999,3986014.657257,7939,2070.45456,1958341.5200755,0,2018-02-20 04:00:00.000
2018-02-20 05:59:59.999,1519102800000,946.51,949.46,943.92,947.93,3702.32375,1519106399999,3504876.610207,6247,1899.27797,1798484.5923251,0,2018-02-20 05:00:00.000
2018-02-20 06:59:59.999,1519106400000,947.93,956.07,947.5,955.31,4278.18173,1519109999999,4065852.2823383,7506,2148.30807,2042893.8091011,0,2018-02-20 06:00:00.000
2018-02-20 07:59:59.999,1519110000000,955.31,961.0,948.12,950.0,4824.76677,1519113599999,4609033.8937649,8997,2498.47758,2387591.0259067,0,2018-02-20 07:00:00.000
2018-02-20 08:59:59.999,1519113600000,950.0,952.65,937.07,938.49,6642.00689,1519117199999,6269921.2758691,10906,2471.42889,2330892.384175,0,2018-02-20 08:00:00.000
2018-02-20 09:59:59.999,1519117200000,938.61,939.99,927.1,938.06,7432.20375,1519120799999,6932178.6512005,14026,3524.42848,3286557.6808327,0,2018-02-20 09:00:00.000
2018-02-20 10:59:59.999,1519120800000,936.74,940.0,931.25,936.58,3388.19755,1519124399999,3172616.0860786,7987,1380.09629,1292572.8785337,0,2018-02-20 10:00:00.000
2018-02-20 11:59:59.999,1519124400000,936.63,938.39,930.86,936.52,2879.05869,1519127999999,2690820.6005272,7435,1385.1458,1294701.6537542,0,2018-02-20 11:00:00.000
2018-02-20 12:59:59.999,1519128000000,936.52,941.46,935.12,935.79,3205.07988,1519131599999,3009761.2389312,7481,1564.70089,1469648.8525679,0,2018-02-20 12:00:00.000
2018-02-20 13:59:59.999,1519131600000,935.13,946.09,935.1,943.39,3045.38179,1519135199999,2866114.3781107,6168,1524.11048,1434084.2695913,0,2018-02-20 13:00:00.000
2018-02-20 14:59:59.999,1519135200000,942.91,944.98,936.65,941.29,3316.66111,1519138799999,3121218.898677,6181,1656.56145,1559631.9790268,0,2018-02-20 14:00:00.000
2018-02-20 15:59:59.999,1519138800000,939.86,941.25,932.5,939.91,3849.69098,1519142399999,3604503.2790354,7724,1862.43038,1743990.6725547,0,2018-02-20 15:00:00.000
2018-02-20 16:59:59.999,1519142400000,939.46,942.0,932.1,932.89,3948.02771,1519145999999,3700807.0182972,8835,1457.81551,1367853.789155,0,2018-02-20 16:00:00.000
2018-02-20 17:59:59.999,1519146000000,932.67,936.0,930.15,931.18,3229.41504,1519149599999,3013794.1672926,6916,1173.76552,1095640.6032194,0,2018-02-20 17:00:00.000
2018-02-20 18:59:59.999,1519149600000,931.58,933.99,923.0,926.14,5483.57035,1519153199999,5088709.424016,10664,1436.77285,1333356.8886587,0,2018-02-20 18:00:00.000
2018-02-20 19:59:59.999,1519153200000,926.53,928.8,920.0,922.22,4348.86763,1519156799999,4019345.5207554,9410,1686.92676,1559252.9344757,0,2018-02-20 19:00:00.000
2018-02-20 20:59:59.999,1519156800000,923.29,923.61,916.3,917.21,3640.4859,1519160399999,3348591.939736,8015,1133.1032,1042445.9869877,0,2018-02-20 20:00:00.000
2018-02-20 21:59:59.999,1519160400000,917.36,918.88,913.05,914.48,3176.49595,1519163999999,2910059.7487285,6966,1044.22308,956789.9679778,0,2018-02-20 21:00:00.000
2018-02-20 22:59:59.999,1519164000000,914.48,915.7,887.77,890.67,14361.57736,1519167599999,12926832.0092965,20957,4631.65473,4169223.4419949,0,2018-02-20 22:00:00.000
2018-02-20 23:59:59.999,1519167600000,890.66,897.25,873.0,882.99,16347.08897,1519171199999,14455439.7193274,25247,7707.03741,6812088.6185422,0,2018-02-20 23:00:00.000
2018-02-21 00:59:59.999,1519171200000,882.99,888.13,856.51,887.4,22088.1874,1519174799999,19202885.0653967,29046,11819.3217,10270893.2630542,0,2018-02-21 00:00:00.000
2018-02-21 01:59:59.999,1519174800000,887.49,908.88,883.0,892.3,9831.25547,1519178399999,8793427.0339436,16381,4470.56609,3998207.5054571,0,2018-02-21 01:00:00.000
2018-02-21 02:59:59.999,1519178400000,892.82,897.03,880.0,894.21,9512.76503,1519181999999,8451573.849773,16158,5056.09601,4492039.6980818,0,2018-02-21 02:00:00.000
2018-02-21 03:59:59.999,1519182000000,893.59,901.63,874.01,883.06,7443.65237,1519185599999,6637440.2149017,14101,3524.95635,3144006.1682955,0,2018-02-21 03:00:00.000
2018-02-21 04:59:59.999,1519185600000,883.06,883.32,864.41,870.7,9570.53072,1519189199999,8344674.6090298,17603,5385.81379,4696038.1228144,0,2018-02-21 04:00:00.000
2018-02-21 05:59:59.999,1519189200000,871.74,879.99,867.0,874.95,5829.37754,1519192799999,5094009.5351198,11526,2983.0481,2606973.5672908,0,2018-02-21 05:00:00.000
2018-02-21 06:59:59.999,1519192800000,874.95,893.0,873.0,891.8,5986.45274,1519196399999,5287823.2387913,11394,2704.19969,2387801.5521635,0,2018-02-21 06:00:00.000
2018-02-21 07:59:59.999,1519196400000,891.18,893.81,882.0,889.94,3362.16663,1519199999999,2986679.046958,7466,1628.20044,1445885.5386039,0,2018-02-21 07:00:00.000
2018-02-21 08:59:59.999,1519200000000,889.95,890.01,872.76,882.76,5216.12435,1519203599999,4598350.479271,10908,2526.57497,2227179.0621422,0,2018-02-21 08:00:00.000
2018-02-21 09:59:59.999,1519203600000,882.73,895.0,879.1,893.27,3316.71755,1519207199999,2941609.2386597,6919,2045.56079,1815084.6381976,0,2018-02-21 09:00:00.000
2018-02-21 10:59:59.999,1519207200000,893.27,893.99,876.26,884.28,4886.41,1519210799999,4312913.0155548,10160,1832.01164,1617284.1360922,0,2018-02-21 10:00:00.000
2018-02-21 11:59:59.999,1519210800000,884.91,891.5,881.23,884.75,3035.07402,1519214399999,2689509.7141708,7384,1538.97772,1364171.8508015,0,2018-02-21 11:00:00.000
2018-02-21 12:59:59.999,1519214400000,884.72,893.0,883.4,890.19,2455.901,1519217999999,2181903.0996714,6464,1255.16832,1115431.9751688,0,2018-02-21 12:00:00.000
2018-02-21 13:59:59.999,1519218000000,889.95,894.23,866.01,867.63,6957.53562,1519221599999,6116966.2428847,13129,2958.73318,2608934.121324,0,2018-02-21 13:00:00.000
2018-02-21 14:59:59.999,1519221600000,867.64,871.16,845.0,858.98,12151.2964,1519225199999,10420638.612723,22090,5560.51652,4767271.5663348,0,2018-02-21 14:00:00.000
2018-02-21 15:59:59.999,1519225200000,858.99,861.5,831.22,838.0,11399.70787,1519228799999,9601540.7103134,18547,5657.52648,4768576.2313564,0,2018-02-21 15:00:00.000
2018-02-21 16:59:59.999,1519228800000,838.01,839.79,817.6,827.84,12017.15696,1519232399999,9962558.8782393,17968,5942.26012,4928334.5525911,0,2018-02-21 16:00:00.000
2018-02-21 17:59:59.999,1519232400000,827.84,831.5,817.42,823.0,6581.06212,1519235999999,5413577.5016088,13247,3028.34904,2490757.4500977,0,2018-02-21 17:00:00.000
2018-02-21 18:59:59.999,1519236000000,823.26,848.0,823.0,830.82,8086.08555,1519239599999,6766869.6133476,15275,4017.07761,3362945.5333827,0,2018-02-21 18:00:00.000
2018-02-21 19:59:59.999,1519239600000,830.81,836.87,823.22,826.18,5245.76486,1519243199999,4351218.5670033,11248,2773.14921,2300346.0003984,0,2018-02-21 19:00:00.000
2018-02-21 20:59:59.999,1519243200000,826.18,835.0,812.87,824.28,7222.69774,1519246799999,5926020.5324561,14696,3462.83267,2842241.6437048,0,2018-02-21 20:00:00.000
2018-02-21 21:59:59.999,1519246800000,823.88,831.28,820.57,822.88,4595.22008,1519250399999,3792254.1255415,10787,2271.29943,1874291.9992437,0,2018-02-21 21:00:00.000
2018-02-21 22:59:59.999,1519250400000,822.77,841.0,822.05,839.82,4567.43368,1519253999999,3802427.1590872,10280,2083.29101,1733345.2915332,0,2018-02-21 22:00:00.000
2018-02-21 23:59:59.999,1519254000000,839.83,847.87,832.0,835.89,4841.97581,1519257599999,4062532.9002405,11437,2556.21322,2145215.3793291,0,2018-02-21 23:00:00.000
2018-02-22 00:59:59.999,1519257600000,836.35,843.14,827.0,842.1,3633.61703,1519261199999,3027784.9656153,8848,1881.61822,1567553.1737769,0,2018-02-22 00:00:00.000
2018-02-22 01:59:59.999,1519261200000,842.39,855.5,842.01,852.97,5205.88075,1519264799999,4421698.4889895,9485,2903.3318,2466376.5304534,0,2018-02-22 01:00:00.000
2018-02-22 02:59:59.999,1519264800000,853.05,861.01,849.01,858.14,5052.65461,1519268399999,4327936.1745439,9883,2222.99423,1904112.3524121,0,2018-02-22 02:00:00.000
2018-02-22 03:59:59.999,1519268400000,857.47,859.67,849.45,853.31,3480.29585,1519271999999,2974873.2762571,7710,1704.88014,1457093.6357656,0,2018-02-22 03:00:00.000
2018-02-22 04:59:59.999,1519272000000,853.31,857.0,845.0,855.86,3558.43054,1519275599999,3028450.6664117,6776,1735.2138,1476886.5051851,0,2018-02-22 04:00:00.000
2018-02-22 05:59:59.999,1519275600000,856.0,868.0,855.13,860.73,3681.27458,1519279199999,3176985.7226952,7833,1673.35694,1443285.4274865,0,2018-02-22 05:00:00.000
2018-02-22 06:59:59.999,1519279200000,860.73,871.96,860.73,866.0,4016.25612,1519282799999,3483830.3857304,7736,1940.41528,1682490.6301051,0,2018-02-22 06:00:00.000
2018-02-22 07:59:59.999,1519282800000,865.82,869.25,841.91,849.74,6221.4396,1519286399999,5310480.889207,13097,3038.17646,2592893.3195312,0,2018-02-22 07:00:00.000
2018-02-22 08:59:59.999,1519286400000,849.14,853.91,834.08,834.1,5042.02214,1519289999999,4259721.5274206,9669,2343.11341,1980553.2518288,0,2018-02-22 08:00:00.000
2018-02-22 09:59:59.999,1519290000000,834.1,845.0,827.27,830.0,5879.23818,1519293599999,4913309.1372523,9822,3167.72165,2644516.9835254,0,2018-02-22 09:00:00.000
2018-02-22 10:59:59.999,1519293600000,829.98,833.88,811.04,813.33,9442.02687,1519297199999,7738559.2114781,16859,3863.80611,3167591.2504977,0,2018-02-22 10:00:00.000
2018-02-22 11:59:59.999,1519297200000,814.2,829.37,812.64,827.62,4801.10392,1519300799999,3945202.4037678,9260,2303.46142,1893725.4804316,0,2018-02-22 11:00:00.000
2018-02-22 12:59:59.999,1519300800000,827.42,833.89,796.38,799.39,10703.06694,1519304399999,8683369.4537629,17858,4762.86842,3865812.7123447,0,2018-02-22 12:00:00.000
2018-02-22 13:59:59.999,1519304400000,800.0,806.8,789.01,797.38,12889.3994,1519307999999,10270247.3433407,21222,6305.11447,5024050.3147474,0,2018-02-22 13:00:00.000
2018-02-22 14:59:59.999,1519308000000,797.39,810.5,788.66,800.0,10304.62661,1519311599999,8242155.7773427,18369,5202.50137,4162751.8444771,0,2018-02-22 14:00:00.000
